Name;Long;Lat;ModuleName;ModuleType
"Module intérieur branche";0.548669;41.1340977;"Module intérieur branche";Indoor
Timestamp;"Timezone : Europe/Madrid";Temperature;Humidity;CO2;Noise;Pressure
1728986400;"2024/10/15 12:00:00";22.5;75;606;37;1008.6
1729072800;"2024/10/16 12:00:00";22.2;75;629;36;1006.3
1729159200;"2024/10/17 12:00:00";21.4;73;627;39;1008.1
1729245600;"2024/10/18 12:00:00";20;64;779;37;1015.1
1729332000;"2024/10/19 12:00:00";19.2;62;629;37;1015.8
1729418400;"2024/10/20 12:00:00";20.1;67;734;37;1018.7
1729504800;"2024/10/21 12:00:00";20.7;69;633;36;1021.4
1729591200;"2024/10/22 12:00:00";20.7;71;661;37;1023.8
1729677600;"2024/10/23 12:00:00";20.5;72;634;36;1024.5
1729764000;"2024/10/24 12:00:00";20.2;71;568;36;1020.3
1729850400;"2024/10/25 12:00:00";20.4;74;549;37;1014.1
1729936800;"2024/10/26 12:00:00";21.9;67;691;39;1010.4
1730023200;"2024/10/27 11:00:00";24.2;52;878;39;1015.2
1730113200;"2024/10/28 12:00:00";23.5;57;836;38;1018.4
1730199600;"2024/10/29 12:00:00";22.4;63;728;38;1018
1730286000;"2024/10/30 12:00:00";21.1;69;506;37;1014.8
1730372400;"2024/10/31 12:00:00";20;72;585;39;1018.6
1730458800;"2024/11/01 12:00:00";21.1;68;722;38;1018.9
1730545200;"2024/11/02 12:00:00";22.6;65;819;37;1017.7
1730631600;"2024/11/03 12:00:00";21.2;67;831;37;1020.5
1730718000;"2024/11/04 12:00:00";19.7;73;732;36;1019.2
1730804400;"2024/11/05 12:00:00";19.5;77;552;35;1019.6
1730890800;"2024/11/06 12:00:00";19.4;76;688;35;1022.1
1730977200;"2024/11/07 12:00:00";19.6;76;630;36;1021
1731063600;"2024/11/08 12:00:00";20.4;70;648;35;1018.9
1731150000;"2024/11/09 12:00:00";20.9;69;758;38;1019.3
1731236400;"2024/11/10 12:00:00";21.2;62;876;37;1020.7
1731322800;"2024/11/11 12:00:00";22.4;57;783;38;1021.1
1731409200;"2024/11/12 12:00:00";22.6;53;760;37;1015.9
1731495600;"2024/11/13 12:00:00";23.3;49;817;39;1015.8
1731582000;"2024/11/14 12:00:00";22.4;53;882;38;1018.2
1731668400;"2024/11/15 12:00:00";22.6;56;766;39;1019.2
1731754800;"2024/11/16 12:00:00";21.7;59;778;36;1017.9
1731841200;"2024/11/17 12:00:00";22.9;57;777;37;1016.1
1731927600;"2024/11/18 12:00:00";22.4;55;722;37;1015
1732014000;"2024/11/19 12:00:00";22.9;53;729;37;1013.1
1732100400;"2024/11/20 12:00:00";21.9;54;768;37;1010.5
1732186800;"2024/11/21 12:00:00";21.3;54;644;36;1006.5
1732273200;"2024/11/22 12:00:00";21.8;51;785;37;1011.2
1732359600;"2024/11/23 12:00:00";22.1;48;715;37;1021.4
1732446000;"2024/11/24 12:00:00";22.2;57;759;38;1020.3
1732532400;"2024/11/25 12:00:00";21.1;65;692;37;1015
1732618800;"2024/11/26 12:00:00";21.1;59;746;39;1019.8
1732705200;"2024/11/27 12:00:00";21.9;50;672;36;1021.4
1732791600;"2024/11/28 12:00:00";23;47;711;37;1023.4
1732878000;"2024/11/29 12:00:00";22.7;46;664;37;1022.9
1732964400;"2024/11/30 12:00:00";22.5;46;685;38;1024.3
1733050800;"2024/12/01 12:00:00";22.1;48;694;39;1022.5
1733137200;"2024/12/02 12:00:00";21.5;49;688;37;1020.1
1733223600;"2024/12/03 12:00:00";21.4;49;594;36;1017.1
1733310000;"2024/12/04 12:00:00";21.1;50;614;37;1019
1733396400;"2024/12/05 12:00:00";20.7;48;663;37;1023.5
1733482800;"2024/12/06 12:00:00";21.6;50;633;37;1020.9
1733569200;"2024/12/07 12:00:00";22;53;695;37;1016.2
1733655600;"2024/12/08 12:00:00";21.2;43;520;40;1011.5
1733742000;"2024/12/09 12:00:00";19.3;45;610;36;1010.4
1733828400;"2024/12/10 12:00:00";19.8;44;596;36;1013.7
1733914800;"2024/12/11 12:00:00";21.3;41;655;39;1016.9
1734001200;"2024/12/12 12:00:00";21.8;43;840;39;1018
1734087600;"2024/12/13 12:00:00";21.9;45;819;39;1019.1
1734174000;"2024/12/14 12:00:00";21.4;45;809;39;1024.2
1734260400;"2024/12/15 12:00:00";21.4;44;811;38;1029.7
1734346800;"2024/12/16 12:00:00";21.6;43;885;37;1034.6
1734433200;"2024/12/17 12:00:00";21;42;904;38;1030.1
1734519600;"2024/12/18 12:00:00";22;42;950;38;1025.2
1734606000;"2024/12/19 12:00:00";21.1;45;815;37;1016.6
1734692400;"2024/12/20 12:00:00";20.6;45;750;38;1022.3
1734778800;"2024/12/21 12:00:00";21.1;44;798;38;1025.8
1734865200;"2024/12/22 12:00:00";20;48;912;39;1020.6
1734951600;"2024/12/23 12:00:00";20.4;48;832;42;1017.7
1735038000;"2024/12/24 12:00:00";20.4;50;1086;38;1022.1
1735124400;"2024/12/25 12:00:00";22.5;50;982;37;1024.4
1735210800;"2024/12/26 12:00:00";21.3;55;951;38;1025.5
1735297200;"2024/12/27 12:00:00";21.7;52;1038;39;1027.8
1735383600;"2024/12/28 12:00:00";20.8;51;1052;40;1027.3
1735470000;"2024/12/29 12:00:00";22.2;45;886;40;1027.4
1735556400;"2024/12/30 12:00:00";20.7;46;954;40;1028.5
1735642800;"2024/12/31 12:00:00";21.1;43;959;39;1029.7
1735729200;"2025/01/01 12:00:00";19.7;43;648;35;1028.4
1736161200;"2025/01/06 12:00:00";15.2;61;578;43;1004.5
1736247600;"2025/01/07 12:00:00";17.9;52;689;39;1013.5
1736334000;"2025/01/08 12:00:00";20.4;48;698;39;1013.3
1736420400;"2025/01/09 12:00:00";19.7;51;612;37;1013.9
1736506800;"2025/01/10 12:00:00";18.4;56;589;38;1018.4
1736593200;"2025/01/11 12:00:00";17.6;60;631;37;1017
1736679600;"2025/01/12 12:00:00";17.2;56;665;37;1021.6
1736766000;"2025/01/13 12:00:00";18;45;641;37;1025.4
1736852400;"2025/01/14 12:00:00";17.2;40;481;38;1027.5
1736938800;"2025/01/15 12:00:00";18.1;38;643;36;1023.4
1737025200;"2025/01/16 12:00:00";18.2;40;840;39;1022.2
1737111600;"2025/01/17 12:00:00";19.1;43;836;38;1026
1737198000;"2025/01/18 12:00:00";20.1;41;833;39;1022.2
1737284400;"2025/01/19 12:00:00";21.1;39;878;38;1017.2
1737370800;"2025/01/20 12:00:00";21;41;871;39;1013.8
1737457200;"2025/01/21 12:00:00";21;45;978;40;1010.2
1737543600;"2025/01/22 12:00:00";20.9;52;924;39;1006.6
1737630000;"2025/01/23 12:00:00";20.1;52;833;37;1011
1737716400;"2025/01/24 12:00:00";18.8;54;879;37;1015
1737802800;"2025/01/25 12:00:00";20.4;52;860;37;1011.7
1737889200;"2025/01/26 12:00:00";21.7;48;940;37;1013.6
1737975600;"2025/01/27 12:00:00";20.9;54;873;39;1004.4
1738062000;"2025/01/28 12:00:00";21.1;50;931;37;1010.1
1738148400;"2025/01/29 12:00:00";20.3;48;679;36;1012.7
1738234800;"2025/01/30 12:00:00";20.2;46;609;37;1011.2
1738321200;"2025/01/31 12:00:00";18.2;48;618;37;1023.1
1738407600;"2025/02/01 12:00:00";19.2;44;641;38;1019.1
1738494000;"2025/02/02 12:00:00";19.6;44;602;36;1016.9
1738580400;"2025/02/03 12:00:00";18.3;45;699;38;1021.1
1738666800;"2025/02/04 12:00:00";16.3;50;672;37;1025
1738753200;"2025/02/05 12:00:00";16.1;51;563;37;1029.2
1738839600;"2025/02/06 12:00:00";16.9;49;576;37;1026.1
1738926000;"2025/02/07 12:00:00";17.1;51;616;36;1016.2
1739012400;"2025/02/08 12:00:00";17.6;53;561;35;1013.9
1739617200;"2025/02/15 12:00:00";16.7;65;1006;45;1010.9
1739703600;"2025/02/16 12:00:00";19.6;58;960;39;1010.2
1739790000;"2025/02/17 12:00:00";20.3;55;915;38;1012
1739876400;"2025/02/18 12:00:00";21.2;57;943;38;1011.9
1739962800;"2025/02/19 12:00:00";21.1;58;1196;38;1016.2
1740049200;"2025/02/20 12:00:00";21.1;61;1293;39;1022.5
1740135600;"2025/02/21 12:00:00";19.7;63;808;38;1020.5
1740222000;"2025/02/22 12:00:00";17.8;66;698;36;1017.4
1740308400;"2025/02/23 12:00:00";17.3;64;722;36;1025
1740394800;"2025/02/24 12:00:00";17;63;690;38;1024
1740481200;"2025/02/25 12:00:00";16.5;61;610;37;1018.2
1740567600;"2025/02/26 12:00:00";18.1;53;570;37;1020.9
1740654000;"2025/02/27 12:00:00";16;55;572;38;1017.1
1740740400;"2025/02/28 12:00:00";16.4;57;564;38;1015.4
1740826800;"2025/03/01 12:00:00";19.3;54;676;39;1014.2
1740913200;"2025/03/02 12:00:00";20.2;52;713;39;1019.6
1740999600;"2025/03/03 12:00:00";18.6;55;763;40;1018.2
1741086000;"2025/03/04 12:00:00";16.8;63;771;40;1017.7
1741172400;"2025/03/05 12:00:00";16.4;64;761;38;1018
1741258800;"2025/03/06 12:00:00";16.2;66;899;37;1015.1
1741345200;"2025/03/07 12:00:00";16.1;69;1087;38;1011.5
1741431600;"2025/03/08 12:00:00";16.5;71;679;36;1002.7
1741518000;"2025/03/09 12:00:00";18.2;68;1015;38;996.3
1741604400;"2025/03/10 12:00:00";16.9;67;1003;38;998.6
1741690800;"2025/03/11 12:00:00";17;69;898;37;997.4
1741777200;"2025/03/12 12:00:00";16.8;70;886;38;996.9
1741863600;"2025/03/13 12:00:00";17.4;68;1178;38;993.9
1741950000;"2025/03/14 12:00:00";19.5;60;985;39;996.9
1742036400;"2025/03/15 12:00:00";18.2;55;946;38;1006.8
1742122800;"2025/03/16 12:00:00";15.8;58;899;36;1012.7
